date,DATE,CO2(ppm),SD(ppm),GR(ppm/yr),Source,month,CO2(ppb)
2011-01-15,2011.038356,387.018,0.1285,1.63,flask,1,387018.0
2011-02-15,2011.123288,387.09,0.1828,1.422,flask,2,387090.0
2011-03-15,2011.2,387.147,0.1698,1.569,flask,3,387147.0
2011-04-15,2011.284932,387.156,0.0252,1.70502,flask,4,387156.0
2011-05-15,2011.367123,387.403,0.1296,1.664,flask,5,387403.0
2011-06-15,2011.452055,387.833,0.1179,1.77802,flask,6,387833.0
2011-07-15,2011.534247,388.198,0.1144,1.79898,flask,7,388198.0
2011-08-15,2011.619178,388.634,0.1632,1.69901,flask,8,388634.0
2011-09-15,2011.70411,389.129,0.1792,1.67999,flask,9,389129.0
2011-10-15,2011.786301,389.26,0.1632,1.84299,flask,10,389260.0
2011-11-15,2011.871233,389.072,0.096,1.88397,flask,11,389072.0
2011-12-15,2011.953425,388.944,0.0616,1.88,flask,12,388944.0
2012-01-15,2012.038251,388.817,0.0696,2.17902,flask,1,388817.0
2012-02-15,2012.122951,388.789,0.1396,2.41599,flask,2,388789.0
2012-03-15,2012.202186,388.827,0.1296,2.35101,flask,3,388827.0
2012-04-15,2012.286885,388.999,0.0911,2.258,flask,4,388999.0
2012-05-15,2012.368852,389.287,0.1155,2.24701,flask,5,389287.0
2012-06-15,2012.453552,389.713,0.2139,2.29401,flask,6,389713.0
2012-07-15,2012.535519,390.377,0.2236,2.48102,flask,7,390377.0
2012-08-15,2012.620219,391.05,0.2007,2.737,flask,8,391050.0
2012-09-15,2012.704918,391.48,0.1099,3.03201,flask,9,391480.0
2012-10-15,2012.786885,391.518,0.0786,3.16101,flask,10,391518.0
2012-11-15,2012.871585,391.319,0.1809,3.17801,flask,11,391319.0
2012-12-15,2012.953552,391.238,0.0629,3.09299,flask,12,391238.0
2013-01-15,2013.03836,391.298,0.15,3.00998,in situ,1,391298.0
2013-02-15,2013.12329,391.526,0.218,2.841,in situ,2,391526.0
2013-03-15,2013.2,391.859,0.181,2.595,in situ,3,391859.0
2013-04-15,2013.28493,392.16,0.164,2.58398,in situ,4,392160.0
2013-05-15,2013.36712,392.465,0.154,2.75699,in situ,5,392465.0
2013-06-15,2013.45205,392.806,0.189,2.707,in situ,6,392806.0
2013-07-15,2013.53425,393.387,0.233,2.49298,in situ,7,393387.0
2013-08-15,2013.61918,393.891,0.118,2.29199,in situ,8,393891.0
2013-09-15,2013.70411,394.075,0.118,2.14398,in situ,9,394075.0
2013-10-15,2013.7863,394.102,0.101,2.048,in situ,10,394102.0
2013-11-15,2013.87123,394.076,0.115,1.91299,in situ,11,394076.0
2013-12-15,2013.95342,393.945,0.167,1.98199,in situ,12,393945.0
2014-01-15,2014.03836,393.791,0.157,1.952,in situ,1,393791.0
2014-02-15,2014.12329,393.818,0.19,1.88602,in situ,2,393818.0
2014-03-15,2014.2,394.003,0.174,1.927,in situ,3,394003.0
2014-04-15,2014.28493,394.208,0.099,1.89001,in situ,4,394208.0
2014-05-15,2014.36712,394.378,0.11,1.87201,in situ,5,394378.0
2014-06-15,2014.45205,394.788,0.192,1.944,in situ,6,394788.0
2014-07-15,2014.53425,395.339,0.2,2.13101,in situ,7,395339.0
2014-08-15,2014.61918,395.777,0.142,2.24402,in situ,8,395777.0
2014-09-15,2014.70411,396.002,0.129,2.20001,in situ,9,396002.0
2014-10-15,2014.7863,395.992,0.141,2.319,in situ,10,395992.0
2014-11-15,2014.87123,395.948,0.095,2.565,in situ,11,395948.0
2014-12-15,2014.95342,395.889,0.166,2.47202,in situ,12,395889.0
2015-01-15,2015.03836,395.922,0.18,2.41602,in situ,1,395922.0
2015-02-15,2015.12329,396.062,0.18,2.53699,in situ,2,396062.0
2015-03-15,2015.2,396.203,0.154,2.50497,in situ,3,396203.0
2015-04-15,2015.28493,396.527,0.162,2.54999,in situ,4,396527.0
2015-05-15,2015.36712,396.943,0.149,2.715,in situ,5,396943.0
2015-06-15,2015.45205,397.26,0.191,2.88699,in situ,6,397260.0
2015-07-15,2015.53425,397.755,0.212,2.98001,in situ,7,397755.0
2015-08-15,2015.61918,398.314,0.16,3.01099,in situ,8,398314.0
2015-09-15,2015.70411,398.507,0.164,3.13,in situ,9,398507.0
2015-10-15,2015.7863,398.542,0.138,3.255,in situ,10,398542.0
2015-11-15,2015.87123,398.663,0.134,3.35101,in situ,11,398663.0
2015-12-15,2015.95342,398.776,0.12,3.54199,in situ,12,398776.0
2016-01-15,2016.03825,398.902,0.142,3.53299,in situ,1,398902.0
2016-02-15,2016.12295,399.073,0.199,3.27499,in situ,2,399073.0
2016-03-15,2016.20219,399.333,0.209,3.25803,in situ,3,399333.0
2016-04-15,2016.28689,399.782,0.241,3.26102,in situ,4,399782.0
2016-05-15,2016.36885,400.294,0.176,2.879,in situ,5,400294.0
2016-06-15,2016.45355,400.802,0.201,2.573,in situ,6,400802.0
2016-07-15,2016.53552,401.288,0.19,2.38199,in situ,7,401288.0
2016-08-15,2016.62022,401.589,0.118,2.155,in situ,8,401589.0
2016-09-15,2016.70492,401.765,0.134,1.983,in situ,9,401765.0
2016-10-15,2016.78689,401.803,0.123,1.81497,in situ,10,401803.0
2016-11-15,2016.87158,401.542,0.155,1.57898,in situ,11,401542.0
2016-12-15,2016.95355,401.349,0.152,1.38,in situ,12,401349.0
2017-01-15,2017.03836,401.284,0.164,1.53302,in situ,1,401284.0
2017-02-15,2017.12329,401.228,0.164,1.81601,in situ,2,401228.0
2017-03-15,2017.2,401.316,0.108,1.85098,in situ,3,401316.0
2017-04-15,2017.28493,401.597,0.139,1.94498,in situ,4,401597.0
2017-05-15,2017.36712,401.873,0.13,2.31799,in situ,5,401873.0
2017-06-15,2017.45205,402.182,0.193,2.509,in situ,6,402182.0
2017-07-15,2017.53425,402.821,0.248,2.63501,in situ,7,402821.0
2017-08-15,2017.61918,403.405,0.141,2.75101,in situ,8,403405.0
2017-09-15,2017.70411,403.616,0.098,2.72,in situ,9,403616.0
2017-10-15,2017.7863,403.748,0.156,2.66302,in situ,10,403748.0
2017-11-15,2017.87123,403.86,0.101,2.64502,in situ,11,403860.0
2017-12-15,2017.95342,403.858,0.191,2.63498,in situ,12,403858.0
2018-01-15,2018.03836,403.919,0.169,2.48398,in situ,1,403919.0
2018-02-15,2018.12329,403.979,0.155,2.36499,in situ,2,403979.0
2018-03-15,2018.2,404.036,0.13,2.354,in situ,3,404036.0
2018-04-15,2018.28493,404.26,0.168,2.24503,in situ,4,404260.0
2018-05-15,2018.36712,404.518,0.138,2.05801,in situ,5,404518.0
2018-06-15,2018.45205,404.817,0.158,2.01401,in situ,6,404817.0
2018-07-15,2018.53425,405.305,0.208,1.92398,in situ,7,405305.0
2018-08-15,2018.61918,405.77,0.137,1.77899,in situ,8,405770.0
2018-09-15,2018.70411,405.97,0.106,1.85898,in situ,9,405970.0
2018-10-15,2018.7863,405.993,0.164,2.048,in situ,10,405993.0
2018-11-15,2018.87123,405.918,0.164,2.32898,in situ,11,405918.0
2018-12-15,2018.95342,405.872,0.135,2.61502,in situ,12,405872.0
2019-01-15,2019.03836,405.843,0.18,2.733,in situ,1,405843.0
2019-02-15,2019.12329,405.758,0.146,2.73401,in situ,2,405758.0
2019-03-15,2019.2,405.895,0.185,2.758,in situ,3,405895.0
2019-04-15,2019.28493,406.308,0.173,2.89297,in situ,4,406308.0
2019-05-15,2019.36712,406.847,0.221,2.98801,in situ,5,406847.0
2019-06-15,2019.45205,407.432,0.225,2.798,in situ,6,407432.0
2019-07-15,2019.53425,408.038,0.206,2.57501,in situ,7,408038.0
2019-08-15,2019.61918,408.504,0.154,2.73599,in situ,8,408504.0
2019-09-15,2019.70411,408.728,0.135,2.85501,in situ,9,408728.0
2019-10-15,2019.7863,408.886,0.11,2.67599,in situ,10,408886.0
2019-11-15,2019.87123,408.906,0.118,2.38901,in situ,11,408906.0
2019-12-15,2019.95342,408.67,0.167,2.228,in situ,12,408670.0
2020-01-15,2020.03825,408.418,0.187,2.198,in situ,1,408418.0
2020-02-15,2020.12295,408.494,0.158,2.19601,in situ,2,408494.0
2020-03-15,2020.20219,408.75,0.185,2.194,in situ,3,408750.0
2020-04-15,2020.28689,408.984,0.129,2.10901,in situ,4,408984.0
2020-05-15,2020.36885,409.236,0.134,1.99799,in situ,5,409236.0
2020-06-15,2020.45355,409.66,0.183,2.11697,in situ,6,409660.0
2020-07-15,2020.53552,410.236,0.216,2.30099,in situ,7,410236.0
2020-08-15,2020.62022,410.7,0.145,2.224,in situ,8,410700.0
2020-09-15,2020.70492,410.922,0.101,2.12601,in situ,9,410922.0
2020-10-15,2020.78689,410.995,0.127,2.021,in situ,10,410995.0
2020-11-15,2020.87158,410.904,0.146,1.961,in situ,11,410904.0
2020-12-15,2020.95355,410.787,0.153,1.957,in situ,12,410787.0
2021-01-15,2021.03836,410.719,0.161,1.89102,in situ,1,410719.0
2021-02-15,2021.12329,410.718,0.148,1.93298,in situ,2,410718.0
2021-03-15,2021.2,410.876,0.193,2.095,in situ,3,410876.0
2021-04-15,2021.28493,411.005,0.111,2.16101,in situ,4,411005.0
2021-05-15,2021.36712,411.197,0.157,2.28799,in situ,5,411197.0
2021-06-15,2021.45205,411.617,0.183,2.38303,in situ,6,411617.0
2021-07-15,2021.53425,412.127,0.188,2.367,in situ,7,412127.0
2021-08-15,2021.61918,412.633,0.192,2.43002,in situ,8,412633.0
2021-09-15,2021.70411,413.017,0.14,2.45099,in situ,9,413017.0
2021-10-15,2021.7863,413.156,0.103,2.483,in situ,10,413156.0
2021-11-15,2021.87123,413.192,0.113,2.51901,in situ,11,413192.0
2021-12-15,2021.95342,413.17,0.186,2.45099,in situ,12,413170.0
2022-01-15,2022.03836,413.086,0.196,2.41998,in situ,1,413086.0
2022-02-15,2022.12329,413.148,0.145,2.42001,in situ,2,413148.0
2022-03-15,2022.2,413.327,0.173,2.26199,in situ,3,413327.0
2022-04-15,2022.28493,413.488,0.171,2.14798,in situ,4,413488.0
2022-05-15,2022.36712,413.716,0.128,2.13702,in situ,5,413716.0
2022-06-15,2022.45205,414.068,0.143,2.01999,in situ,6,414068.0
2022-07-15,2022.53425,414.547,0.184,1.87201,in situ,7,414547.0
2022-08-15,2022.61918,415.053,0.178,1.841,in situ,8,415053.0
2022-09-15,2022.70411,415.279,0.122,1.84702,in situ,9,415279.0
2022-10-15,2022.7863,415.304,0.126,1.89099,in situ,10,415304.0
2022-11-15,2022.87123,415.329,0.117,1.99701,in situ,11,415329.0
2022-12-15,2022.95342,415.19,0.166,2.04501,in situ,12,415190.0
2023-01-15,2023.03836,414.958,0.189,2.009,in situ,1,414958.0
2023-02-15,2023.12329,414.989,0.169,2.03,in situ,2,414989.0
2023-03-15,2023.2,415.174,0.173,2.11401,in situ,3,415174.0
2023-04-15,2023.28493,415.379,0.146,2.27103,in situ,4,415379.0
2023-05-15,2023.36712,415.713,0.164,2.44498,in situ,5,415713.0
2023-06-15,2023.45205,416.113,0.149,2.64999,in situ,6,416113.0
2023-07-15,2023.53425,416.556,0.195,3.013,in situ,7,416556.0
2023-08-15,2023.61918,417.083,0.204,3.23898,in situ,8,417083.0
2023-09-15,2023.70411,417.393,0.137,3.43399,in situ,9,417393.0
2023-10-15,2023.7863,417.575,0.126,3.694,in situ,10,417575.0
2023-11-15,2023.87123,417.774,0.185,3.80099,in situ,11,417774.0
2023-12-15,2023.95342,417.84,0.178,3.92099,in situ,12,417840.0
2024-01-15,2024.03825,417.971,0.184,3.90701,in situ,1,417971.0
2024-02-15,2024.12295,418.228,0.21,3.71201,in situ,2,418228.0
2024-03-15,2024.20219,418.608,0.215,3.78699,in situ,3,418608.0
2024-04-15,2024.28689,419.073,0.215,3.82199,in situ,4,419073.0
2024-05-15,2024.36885,419.514,0.199,3.64001,in situ,5,419514.0
2024-06-15,2024.45355,420.034,0.214,3.53702,in situ,6,420034.0
2024-07-15,2024.53552,420.463,0.148,,in situ,7,420463.0
2024-08-15,2024.62022,420.795,0.157,,in situ,8,420795.0
2024-09-15,2024.70492,421.18,0.139,,in situ,9,421180.0
2024-10-15,2024.78689,421.397,0.097,,in situ,10,421397.0
2024-11-15,2024.87158,421.414,0.156,,in situ,11,421414.0
2024-12-15,2024.95355,421.377,0.171,,in situ,12,421377.0
