time_string,Acetone,Acetonitrile,Dimethyl_sulfide
2024-11-01 00:00:00,0.18317554983528403,0.12117586159116933,0.0458116570177565
2024-11-01 00:01:00,0.1826384427541316,0.10630228737091929,0.0482204896233853
2024-11-01 00:02:00,0.18707085611156254,0.11530041868532902,0.05182224765269972
2024-11-01 00:03:00,0.18315373253475453,0.11011647218210253,0.052625836924683235
2024-11-01 00:04:00,0.17525020533694638,0.10694253483684911,0.05674781219626264
2024-11-01 00:05:00,0.17036857656269297,0.10464722354041713,0.05696764482041723
2024-11-01 00:06:00,0.16062950167112114,0.09695648647538027,0.061583575712501046
2024-11-01 00:07:00,0.1659546036482916,0.10025852795021271,0.05571935693618911
2024-11-01 00:08:00,0.1744008556487152,0.10575608734956526,0.05906166049997276
2024-11-01 00:09:00,0.17375690292887833,0.10422231631164146,0.05808812251121277
2024-11-01 00:10:00,0.1632377428317121,0.10055672427743223,0.062081910541339165
2024-11-01 00:11:00,0.16913673940676235,0.09372381500759454,0.06462369118752236
2024-11-01 00:12:00,0.17652198900533012,0.10739399535264868,0.06088411983536576
2024-11-01 00:13:00,0.1770380257406074,0.10173790845885194,0.059922397532161775
2024-11-01 00:14:00,0.18424819228050368,0.10322188753057315,0.061209289682385634
2024-11-01 00:15:00,0.18040335212806052,0.10069364307842385,0.06374689554386065
2024-11-01 00:16:00,0.18423217944010079,0.11191522972633493,0.05813149666180436
2024-11-01 00:17:00,0.19328298230234361,0.11137366469232492,0.05179862082433495
2024-11-01 00:18:00,0.19384232684601863,0.11790607380036935,0.04938754410157249
2024-11-01 00:19:00,0.19432335008187268,0.11956009953940351,0.049763947051899016
2024-11-01 00:20:00,0.18586452434476733,0.11564597565926024,0.055685831461601144
2024-11-01 00:21:00,0.1903083754453432,0.11895562980485812,0.05049523395890393
2024-11-01 00:22:00,0.1910184492136464,0.11949919817328009,0.05078075925081144
2024-11-01 00:23:00,0.18530658034106925,0.11494576475195441,0.05399160933788073
2024-11-01 00:24:00,0.19413301669900798,0.1184555702174376,0.04919138373325502
2024-11-01 00:25:00,0.1973102661291148,0.10991869754531503,0.04921529221194831
2024-11-01 00:26:00,0.20027348192763617,0.11590776593657522,0.05042950949192036
2024-11-01 00:27:00,0.19085937899537783,0.12046363067739177,0.05013295895247558
2024-11-01 00:28:00,0.19707427514300216,0.116305118211121,0.04652523629604273
2024-11-01 00:29:00,0.19355169923925047,0.1187767138297395,0.044669683047049005
2024-11-01 00:30:00,0.1916817449467202,0.1272908577623519,0.04476313644314977
2024-11-01 00:31:00,0.19423248616048056,0.11692698053078837,0.048376024203187845
2024-11-01 00:32:00,0.19729269713318195,0.11610805384744319,0.048229384322469745
2024-11-01 00:33:00,0.2071606995104078,0.1270893860629678,0.045184844211642386
2024-11-01 00:34:00,0.18902358231672933,0.11313003350161345,0.04176096199302802
2024-11-01 00:35:00,0.18856868693222267,0.11902137559783228,0.046360443597377
2024-11-01 00:36:00,0.18820719200262187,0.11310116727395028,0.04983332388765883
2024-11-01 00:37:00,0.1933585958995425,0.11586911979455551,0.0496897003911042
